Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2023-03-22,0.5991979837417603,0.6672809720039368,0.3858869969844818,0.4454990029335022,0.4454990029335022,449703869,ID21846-USD
2023-03-23,0.44379299879074097,0.5696619749069214,0.417400985956192,0.5220590233802795,0.5220590233802795,703406670,ID21846-USD
2023-03-24,0.5230330228805542,0.5904620289802551,0.4973520040512085,0.5274479985237122,0.5274479985237122,535467902,ID21846-USD
2023-03-25,0.5288739800453186,0.5304549932479858,0.4603559970855713,0.47658199071884155,0.47658199071884155,217001488,ID21846-USD
2023-03-26,0.4764460027217865,0.5205889940261841,0.43924400210380554,0.48809000849723816,0.48809000849723816,231030750,ID21846-USD
2023-03-27,0.48806700110435486,0.5121700167655945,0.43532899022102356,0.45275700092315674,0.45275700092315674,177610416,ID21846-USD
2023-03-28,0.4529770016670227,0.4655280113220215,0.4333600103855133,0.4647600054740906,0.4647600054740906,128879262,ID21846-USD
2023-03-29,0.4645310044288635,0.48879000544548035,0.45295798778533936,0.4676179885864258,0.4676179885864258,155871623,ID21846-USD
2023-03-30,0.4675140082836151,0.5033789873123169,0.4460430145263672,0.4809589982032776,0.4809589982032776,252725163,ID21846-USD
2023-03-31,0.48104599118232727,0.4912570118904114,0.46149399876594543,0.4801509976387024,0.4801509976387024,155421992,ID21846-USD
2023-04-01,0.47992199659347534,0.5206810235977173,0.4746119976043701,0.48327600955963135,0.48327600955963135,186487365,ID21846-USD
2023-04-02,0.4869849979877472,0.4981969892978668,0.45298001170158386,0.46616899967193604,0.46616899967193604,119826314,ID21846-USD
2023-04-03,0.46533000469207764,0.4731220006942749,0.43464401364326477,0.4439069926738739,0.4439069926738739,101714953,ID21846-USD
2023-04-04,0.44397398829460144,0.46563899517059326,0.43997299671173096,0.460332989692688,0.460332989692688,78821935,ID21846-USD
2023-04-05,0.4603840112686157,0.4834490120410919,0.4558260142803192,0.461775004863739,0.461775004863739,90212741,ID21846-USD
2023-04-06,0.4618130028247833,0.46191200613975525,0.4456300139427185,0.4503970146179199,0.4503970146179199,72320792,ID21846-USD
2023-04-07,0.45029300451278687,0.46187499165534973,0.44646498560905457,0.45278599858283997,0.45278599858283997,55427143,ID21846-USD
2023-04-08,0.45279499888420105,0.46000900864601135,0.43575701117515564,0.4380210041999817,0.4380210041999817,64984906,ID21846-USD
2023-04-09,0.43805599212646484,0.44839000701904297,0.43268299102783203,0.44437599182128906,0.44437599182128906,55374830,ID21846-USD
2023-04-10,0.44435200095176697,0.47064900398254395,0.44435200095176697,0.46979600191116333,0.46979600191116333,97404528,ID21846-USD
2023-04-11,0.4699169993400574,0.4805690050125122,0.45473501086235046,0.4569309949874878,0.4569309949874878,79257803,ID21846-USD
2023-04-12,0.45697200298309326,0.47363999485969543,0.4409419894218445,0.46540600061416626,0.46540600061416626,78137928,ID21846-USD
2023-04-13,0.453002005815506,0.5771870017051697,0.4529210031032562,0.5732839703559875,0.5732839703559875,346305653,ID21846-USD
2023-04-14,0.5731790065765381,0.8338410258293152,0.5731790065765381,0.7989100217819214,0.7989100217819214,1062892914,ID21846-USD
2023-04-15,0.7995129823684692,0.8522049784660339,0.7650629878044128,0.8302019834518433,0.8302019834518433,628183174,ID21846-USD
2023-04-16,0.8300639986991882,0.9691200256347656,0.8083570003509521,0.9306730031967163,0.9306730031967163,700536645,ID21846-USD
2023-04-17,0.9305130243301392,1.0328359603881836,0.8294749855995178,0.934486985206604,0.934486985206604,742063985,ID21846-USD
2023-04-18,0.9355159997940063,0.9999210238456726,0.8866239786148071,0.9036719799041748,0.9036719799041748,668454896,ID21846-USD
2023-04-19,0.9036719799041748,0.9302279949188232,0.7635980248451233,0.781624972820282,0.781624972820282,496228882,ID21846-USD
2023-04-20,0.7815060019493103,0.8131729960441589,0.7299450039863586,0.7371500134468079,0.7371500134468079,387545699,ID21846-USD
2023-04-21,0.7369400262832642,0.7954419851303101,0.7087090015411377,0.741523027420044,0.741523027420044,374157273,ID21846-USD
2023-04-22,0.7417430281639099,0.7551850080490112,0.7118600010871887,0.7540050148963928,0.7540050148963928,213119259,ID21846-USD
2023-04-23,0.7536500096321106,0.7536500096321106,0.6639310121536255,0.6768540143966675,0.6768540143966675,203329035,ID21846-USD
2023-04-24,0.6769700050354004,0.7122880220413208,0.6567559838294983,0.6985059976577759,0.6985059976577759,241502947,ID21846-USD
2023-04-25,0.6981559991836548,0.7017760276794434,0.6374030113220215,0.6856369972229004,0.6856369972229004,242076966,ID21846-USD
2023-04-26,0.6857143044471741,0.7550165057182312,0.6809413433074951,0.7520031332969666,0.7520031332969666,317702368,ID21846-USD
