account_value,date,daily_return
898187.0340136653,2022-04-04,
892368.5370758639,2022-04-05,-0.00647804601654145
885131.7479787532,2022-04-06,-0.008109641696719239
887504.6023813868,2022-04-07,0.002680792331821946
895501.2494908915,2022-04-08,0.009010259877016757
883664.2970747843,2022-04-11,-0.013218242211093134
879602.2431597759,2022-04-12,-0.004596829280593462
890340.7340615398,2022-04-13,0.012208348699962679
895963.1808034526,2022-04-14,0.006314938232989231
896614.8455584574,2022-04-18,0.0007273343023095347
906693.4274284525,2022-04-19,0.011240703764744842
915792.7873298808,2022-04-20,0.010035762503799894
909071.6054069682,2022-04-21,-0.007339195084194894
881763.1966087504,2022-04-22,-0.03003988754658382
888776.1860267802,2022-04-25,0.007953370525104253
868468.9619896098,2022-04-26,-0.022848524022625605
876744.7829811259,2022-04-27,0.009529207552284591
893982.8938057108,2022-04-28,0.019661492328441943
874114.1510765238,2022-04-29,-0.022224969702278274
868376.6482155009,2022-05-02,-0.006563791301121058
867300.7565071268,2022-05-03,-0.0012389689549862082
889075.1338188334,2022-05-04,0.025105912970027067
867237.2846214457,2022-05-05,-0.02456243388968471
860070.4984123392,2022-05-06,-0.008263927688757944
841477.4788124247,2022-05-09,-0.021618018097628755
837909.8178322001,2022-05-10,-0.004239758127882021
838085.1420051737,2022-05-11,0.000209239907735137
832214.5882560892,2022-05-12,-0.007004722378252337
843049.5213920756,2022-05-13,0.013019398228395707
846201.6970588847,2022-05-16,0.003739016020795738
843568.9524147196,2022-05-17,-0.003111249544069161
842725.4151980525,2022-05-18,-0.000999962379189534
841596.3371340877,2022-05-19,-0.0013397935360707214
841364.0770808345,2022-05-20,-0.00027597559899572577
846743.3357798703,2022-05-23,0.00639349699561631
846032.188177789,2022-05-24,-0.00083986205976605
850096.864213098,2022-05-25,0.004804398806697474
861966.6703297514,2022-05-26,0.013962886603094304
877575.116220941,2022-05-27,0.018107945966423955
870631.0377524198,2022-05-31,-0.007912802380295458
863362.798151277,2022-06-01,-0.008348243154650437
870382.7554724821,2022-06-02,0.008130947194200377
862915.5033324369,2022-06-03,-0.008579273995371839
863208.2611067899,2022-06-06,0.0003392658646441671
870794.6672766813,2022-06-07,0.008788616272235705
866169.8298628934,2022-06-08,-0.00531105390005604
849313.2968390592,2022-06-09,-0.019461002268460925
830937.3486846098,2022-06-10,-0.021636242153325935
804874.7136176237,2022-06-13,-0.03136534313717365
799754.9520018705,2022-06-14,-0.006360942304600048
803327.3195822843,2022-06-15,0.004466827709502574
785248.5111144193,2022-06-16,-0.022504909303054266
781340.749185861,2022-06-17,-0.004976465250488005
803772.6785643705,2022-06-21,0.028709534734855602
801309.3049414762,2022-06-22,-0.0030647640664946962
806563.5044882902,2022-06-23,0.006557018013409577
821326.467558206,2022-06-24,0.01830353467242718
823398.3544486173,2022-06-27,0.0025226106454003805
813593.7909377225,2022-06-28,-0.011907436367735169
813566.9687827238,2022-06-29,-3.296750208459098e-05
807453.3964560636,2022-06-30,-0.007514528688163713
814481.7114165433,2022-07-01,0.008704297971037445
809861.370279611,2022-07-05,-0.005672737732682398
